uid,i,signo,condicion,metricas_no_recuperadas,articulo_no_identificado,tipo,pmids,motivo_y_siguiente_paso
PMID:31739316:782,782,Diámetro de la vaina del nervio óptico por ultrasonido a pie de cama (corte óptimo 5.0 mm),Hipertensión intracraneal en traumatismo craneoencefálico,vpp;vpn,False,hallazgo,31739316,Sin valor predictivo observado recuperado para esta población
PMID:31739316:783,783,Diámetro de la vaina del nervio óptico por ultrasonido a pie de cama,Hipertensión intracraneal de causa no traumática,vpp;vpn,False,hallazgo,31739316,Sin valor predictivo observado recuperado para esta población
PMID:39142382:784,784,Diámetro de la vaina del nervio óptico por ultrasonido en niños,Hipertensión intracraneal,vpp;vpn,False,hallazgo,39142382,Sin valor predictivo observado recuperado para esta población
PMID:24050798:785,785,Altura máxima del disco óptico >0.6 mm por ultrasonido ocular a pie de cama,Edema de papila,vpp;vpn,False,hallazgo,24050798,Sin valor predictivo observado recuperado para esta población
PMID:24050798:786,786,Altura máxima del disco óptico >1.0 mm por ultrasonido ocular a pie de cama,Edema de papila,vpp;vpn,False,hallazgo,24050798,Sin valor predictivo observado recuperado para esta población
PMID:23433654:787,787,Identificación de hallazgos relevantes del fondo de ojo por urgenciólogos en fotografía no midriática,"Hallazgos del fondo de ojo relevantes en urgencias (edema de papila, retinopatía hipertensiva III/IV, hemorragias, palidez papilar, oclusión vascular)",vpp;vpn,False,hallazgo,23433654,Sin valor predictivo observado recuperado para esta población
PMID:24907174:788,788,Oftalmoscopia directa realizada por el internista/diabetólogo,Retinopatía diabética (cualquier grado),vpp;vpn,False,hallazgo,24907174,Sin valor predictivo observado recuperado para esta población
PMID:24907174:789,789,Oftalmoscopia directa para retinopatía diabética que no amenaza la visión,Retinopatía diabética que no amenaza la visión,vpp;vpn,False,hallazgo,24907174,Sin valor predictivo observado recuperado para esta población
PMID:24907174:790,790,Oftalmoscopia directa para retinopatía diabética que amenaza la visión,Retinopatía diabética que amenaza la visión,vpp;vpn,False,hallazgo,24907174,Sin valor predictivo observado recuperado para esta población
PMID:30636351:791,791,Ultrasonido ocular a pie de cama (POCUS),Desprendimiento de retina,vpp;vpn,False,hallazgo,30636351,Sin valor predictivo observado recuperado para esta población
PMID:32074291:792,792,Ultrasonido ocular a pie de cama realizado por urgenciólogos,Desprendimiento de retina,vpp;vpn,False,hallazgo,32074291,Sin valor predictivo observado recuperado para esta población
PMID:32074291:793,793,Ultrasonido ocular a pie de cama,Hemorragia vítrea,vpp;vpn,False,hallazgo,32074291,Sin valor predictivo observado recuperado para esta población
PMID:32074291:794,794,Ultrasonido ocular a pie de cama,Desprendimiento del vítreo posterior,vpp;vpn,False,hallazgo,32074291,Sin valor predictivo observado recuperado para esta población
PMID:19934426:795,795,Hemorragia vítrea vista en biomicroscopía con lámpara de hendidura,Desgarro retiniano en desprendimiento agudo de vítreo posterior,vpp;vpn,False,hallazgo,19934426,Sin valor predictivo observado recuperado para esta población
PMID:19934426:796,796,Pigmento en el vítreo anterior (signo de Shafer),Desgarro retiniano en desprendimiento agudo de vítreo posterior,vpp;vpn,False,hallazgo,19934426,Sin valor predictivo observado recuperado para esta población
PMID:19934426:797,797,Disminución subjetiva de la visión referida por el paciente,Desgarro retiniano en desprendimiento agudo de vítreo posterior,vpp;vpn,False,hallazgo,19934426,Sin valor predictivo observado recuperado para esta población
PMID:32555518:798,798,"Escala BERT de Belfast (sexo masculino 1, miopía 1, visión borrosa 2, sombra 2, hemorragia vítrea 3, polvo de tabaco 4; total >3)",Desgarro o desprendimiento de retina en paciente con fotopsias y miodesopsias,vpp;vpn,False,hallazgo,32555518,Sin valor predictivo observado recuperado para esta población
PMID:35699701:799,799,Secreción mucopurulenta ocular,Conjuntivitis bacteriana (frente a viral),vpp;vpn,False,hallazgo,35699701,Sin valor predictivo observado recuperado para esta población
PMID:35699701:800,800,Otitis media concomitante,Conjuntivitis bacteriana (frente a viral),vpp;vpn,False,hallazgo,35699701,Sin valor predictivo observado recuperado para esta población
PMID:35699701:801,801,Contacto con otra persona con ojo rojo,Conjuntivitis viral (frente a bacteriana),vpp;vpn,False,hallazgo,35699701,Sin valor predictivo observado recuperado para esta población
PMID:35699701:802,802,Faringitis concomitante,Conjuntivitis viral (frente a bacteriana),ln;vpp;vpn,False,hallazgo,35699701,Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
PMID:35699701:803,803,Adenopatía preauricular palpable,Conjuntivitis viral (frente a bacteriana),ln;vpp;vpn,False,hallazgo,35699701,Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
PMID:30893373:806,806,"Modelo clínico de 7 factores (ocupación, trauma, evolución, profundidad, lesiones satélite, placa endotelial, adelgazamiento estromal)",Queratitis micótica (frente a bacteriana) en queratitis microbiana grave,vpp;vpn,False,hallazgo,30893373,Sin valor predictivo observado recuperado para esta población
PMID:24909916:807,807,Mejoría de la visión con agujero estenopeico (visión <6/12 que mejora a 6/12 o mejor),Error refractivo significativo (equivalente esférico > ±0.50 D),vpp;vpn,False,hallazgo,24909916,Sin valor predictivo observado recuperado para esta población
PMID:24909916:808,808,Mejoría de más de una línea logMAR con agujero estenopeico,Error refractivo significativo (equivalente esférico > ±0.50 D),vpp;vpn,False,hallazgo,24909916,Sin valor predictivo observado recuperado para esta población
PMID:24909916:809,809,Mejoría de más de dos líneas logMAR con agujero estenopeico,Error refractivo significativo (equivalente esférico > ±0.50 D),vpp;vpn,False,hallazgo,24909916,Sin valor predictivo observado recuperado para esta población
PMID:33180103:810,810,Reflejo rojo (prueba de Brückner) sin dilatación pupilar,Cualquier patología ocular en el lactante,vpp;vpn,False,hallazgo,33180103,Sin valor predictivo observado recuperado para esta población
PMID:33180103:811,811,Reflejo rojo sin dilatación pupilar (patología que requiere intervención),Patología ocular del lactante que requiere intervención médica o quirúrgica,vpp;vpn,False,hallazgo,33180103,Sin valor predictivo observado recuperado para esta población
PMID:34304165:812,812,Prueba del reflejo rojo en el recién nacido,Anomalías oculares del recién nacido (sobre todo del segmento anterior),vpp;vpn,False,hallazgo,34304165,Sin valor predictivo observado recuperado para esta población
PMID:26250688:815,815,Ultrasonido ocular en modo B a pie de cama,Hemorragia vítrea o prerretiniana asociada a hemorragia subaracnoidea (síndrome de Terson),vpp;vpn,False,hallazgo,26250688,Sin valor predictivo observado recuperado para esta población
PMID:26250688:816,816,Ultrasonido ocular en modo B a pie de cama para hemorragias retinianas,Hemorragias retinianas asociadas a hemorragia subaracnoidea,vpp;vpn,False,hallazgo,26250688,Sin valor predictivo observado recuperado para esta población
PMID:20385890:817,817,Campimetría por confrontación con objeto rojo en movimiento (cinética),Defecto del campo visual,vpp;vpn,False,hallazgo,20385890,Sin valor predictivo observado recuperado para esta población
PMID:20385890:818,818,Campimetría por confrontación combinando objeto rojo cinético y movimiento de dedos estático,Defecto del campo visual,vpp;vpn,False,hallazgo,20385890,Sin valor predictivo observado recuperado para esta población
PMID:14654613:819,819,Otoscopia neumatica (movilidad de la membrana timpánica) para derrame en oído medio,Otitis media con derrame,vpp;vpn,False,hallazgo,14654613,Sin valor predictivo observado recuperado para esta población
PMID:20638734:820,820,Otoscopia neumatica realizada por medico adscrito (otorrinolaringologo pediatra),Derrame en oído medio,vpp;vpn,False,hallazgo,20638734,Sin valor predictivo observado recuperado para esta población
PMID:20638734:821,821,Otoscopia neumatica realizada por residente,Derrame en oído medio,vpp;vpn,False,hallazgo,20638734,Sin valor predictivo observado recuperado para esta población
PMID:20638734:822,822,Microscopia binocular del oído por adscrito,Derrame en oído medio,vpp;vpn,False,hallazgo,20638734,Sin valor predictivo observado recuperado para esta población
PMID:14506123:823,823,Membrana timpánica abombada,Otitis media aguda,sn;sp;ln;vpp;vpn,False,hallazgo,14506123,Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
PMID:14506123:824,824,Membrana timpánica opaca o turbia,Otitis media aguda,sn;sp;ln;vpp;vpn,False,hallazgo,14506123,Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
PMID:14506123:825,825,Membrana timpánica claramente inmovil a la otoscopia neumatica,Otitis media aguda,sn;sp;ln;vpp;vpn,False,hallazgo,14506123,Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
PMID:14506123:826,826,Membrana timpánica francamente eritematosa,Otitis media aguda,sn;sp;ln;vpp;vpn,False,hallazgo,14506123,Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
PMID:14506123:827,827,Membrana timpánica de coloración normal,Otitis media aguda,sn;sp;ln;vpp;vpn,False,hallazgo,14506123,Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
PMID:14506123:828,828,Otalgia referida por el paciente o el cuidador,Otitis media aguda,vpp;vpn,False,hallazgo,14506123,Sin valor predictivo observado recuperado para esta población
PMID:30858261:829,829,Secreción purulenta en el meato medio (rinoscopia),Rinosinusitis aguda,vpp;vpn,False,hallazgo,30858261,Sin valor predictivo observado recuperado para esta población
PMID:30858261:830,830,Transiluminación de senos paranasales anormal,Rinosinusitis aguda,vpp;vpn,False,hallazgo,30858261,Sin valor predictivo observado recuperado para esta población
PMID:30858261:831,831,Cacosmia (aliento fetido percibido por el paciente),Rinosinusitis aguda bacteriana,vpp;vpn,False,hallazgo,30858261,Sin valor predictivo observado recuperado para esta población
PMID:30858261:832,832,Dolor en los dientes superiores,Rinosinusitis aguda bacteriana,vpp;vpn,False,hallazgo,30858261,Sin valor predictivo observado recuperado para esta población
PMID:31208974:833,833,Impresión clínica global del medico (gestalt),Rinosinusitis aguda bacteriana,vpp;vpn,False,hallazgo,31208974,Sin valor predictivo observado recuperado para esta población
PMID:25782075:834,834,Secreción moderada o abundante en fosa nasal a la rinoscopia anterior (día 9-10),Rinosinusitis aguda bacteriana,vpp;vpn,False,hallazgo,25782075,Sin valor predictivo observado recuperado para esta población
PMID:25782075:835,835,Secreción visible en el meato medio (día 9-10),Rinosinusitis aguda bacteriana,vpp;vpn,False,hallazgo,25782075,Sin valor predictivo observado recuperado para esta población
PMID:25782075:836,836,Secreción visible en la pared posterior de la faringe (día 9-10),Rinosinusitis aguda bacteriana,vpp;vpn,False,hallazgo,25782075,Sin valor predictivo observado recuperado para esta población
PMID:25782075:837,837,Odontalgia (dolor dental) a los 9-10 días de evolución,Rinosinusitis aguda bacteriana,vpp;vpn,False,hallazgo,25782075,Sin valor predictivo observado recuperado para esta población
PMID:16434632:838,838,Prueba de la voz susurrada (incapacidad para percibir el susurro),Hipoacusia,sn;sp;vpp;vpn,False,hallazgo,16434632,Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
PMID:16434632:839,839,Prueba de Weber anormal (lateralización),Hipoacusia,sn;sp;vpp;vpn,False,hallazgo,16434632,Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
PMID:16434632:840,840,Prueba de Rinne anormal (conducción ósea mayor que la aerea),Hipoacusia,sn;sp;vpp;vpn,False,hallazgo,16434632,Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
PMID:14576249:841,841,Prueba de la voz susurrada en adultos,Hipoacusia,vpp;vpn,False,hallazgo,14576249,Sin valor predictivo observado recuperado para esta población
PMID:14576249:842,842,Prueba de la voz susurrada en niños,Hipoacusia,vpp;vpn,False,hallazgo,14576249,Sin valor predictivo observado recuperado para esta población
PMID:29661046:843,843,Prueba de Rinne con diapasón de 256 Hz,Hipoacusia conductiva,lp;ln;vpp;vpn,False,hallazgo,29661046,Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
